DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,êÖóÕÅkMWhÅl,âŒóÕÅkMWhÅl,å¥éqóÕÅkMWhÅl,ëæózåıé¿ê—ÅkMWhÅl,ëæózåıó}êßó ÅkMWhÅl,ïóóÕé¿ê—ÅkMWhÅl,ïóóÕó}êßó ÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2016/4/2 10:00,9517,1802,7865,0,1307,0,364,0,113,40,-2,-1972
2016/4/2 11:00,9695,1804,7830,0,1553,0,373,0,116,39,-1,-2019
2016/4/2 12:00,9181,1676,7583,0,1401,0,393,0,114,39,-2,-2023
2016/4/2 13:00,9181,1731,7627,0,1276,0,407,0,114,38,-2,-2010
2016/4/2 14:00,9010,1758,7702,0,968,0,412,0,115,40,-2,-1983
2016/4/2 15:00,8885,1828,7760,0,694,0,437,0,114,40,-2,-1986
2016/4/2 16:00,9018,1898,8225,0,386,0,453,0,111,40,-2,-2093
2016/4/2 17:00,9176,2010,8597,0,91,0,458,0,115,42,-2,-2135
2016/4/2 18:00,9575,2072,8825,0,0,0,449,0,115,47,-1,-1932
2016/4/2 19:00,9424,2024,8767,0,0,0,426,0,115,46,0,-1954
2016/4/2 20:00,9073,1981,8532,0,0,0,419,0,114,47,0,-2020
2016/4/2 21:00,8553,1852,8144,0,0,0,413,0,113,46,0,-2015
2016/4/2 22:00,7960,1799,7759,0,0,0,398,0,113,44,0,-2153
2016/4/2 23:00,7826,1787,7543,0,0,0,383,0,115,44,0,-2046
2016/4/3 0:00,7472,1744,7286,0,0,0,382,0,114,44,0,-2098
2016/4/3 1:00,7638,1731,7511,0,0,0,343,0,114,45,0,-2106
2016/4/3 2:00,7856,1763,7657,0,0,0,333,0,116,47,0,-2060
2016/4/3 3:00,8045,1825,7706,0,0,0,306,0,115,47,0,-1954
2016/4/3 4:00,8238,1864,7907,0,0,0,259,0,113,48,0,-1953
2016/4/3 5:00,8236,1859,8036,0,1,0,253,0,114,45,0,-2072
2016/4/3 6:00,7861,1879,7662,0,80,0,230,0,114,44,0,-2148
2016/4/3 7:00,7498,1827,7084,0,258,0,214,0,115,50,0,-2050
2016/4/3 8:00,7883,1823,6790,0,780,0,183,0,115,54,0,-1862
2016/4/3 9:00,8044,1802,6853,0,999,0,139,0,114,47,0,-1910
2016/4/3 10:00,8079,1807,6758,0,1207,0,75,0,114,47,0,-1929
2016/4/3 11:00,8029,1804,6678,0,1236,0,86,0,116,48,0,-1939
2016/4/3 12:00,7891,1762,6651,0,1178,0,81,0,115,46,0,-1942
2016/4/3 13:00,7556,1853,6676,0,735,0,66,0,115,46,-1,-1934
2016/4/3 14:00,7573,1897,6854,0,537,0,32,0,115,48,-2,-1908
2016/4/3 15:00,7680,1948,7089,0,379,0,23,0,114,48,-2,-1919
2016/4/3 16:00,7924,1991,7531,0,144,0,29,0,112,49,-2,-1930
2016/4/3 17:00,8516,2072,8175,0,29,0,35,0,115,50,-2,-1958
2016/4/3 18:00,9004,2124,8675,0,0,0,43,0,114,47,-2,-1997
2016/4/3 19:00,8870,2113,8560,0,0,0,50,0,114,48,0,-2015
2016/4/3 20:00,8607,2118,8297,0,0,0,43,0,115,49,0,-2015
2016/4/3 21:00,8129,2107,7845,0,0,0,56,0,113,48,0,-2040
2016/4/3 22:00,7614,2086,7315,0,0,0,105,0,113,44,0,-2049
2016/4/3 23:00,7402,2085,7087,0,0,0,138,0,111,43,0,-2062
2016/4/4 0:00,7117,2034,6709,0,0,0,227,0,115,42,0,-2010
2016/4/4 1:00,7396,2029,6898,0,0,0,241,0,115,43,0,-1930
2016/4/4 2:00,7717,2016,7116,0,0,0,242,0,113,42,0,-1812
2016/4/4 3:00,7932,2063,7359,0,0,0,192,0,114,41,0,-1837
2016/4/4 4:00,8170,2072,7647,0,0,0,111,0,114,42,0,-1816
2016/4/4 5:00,8524,2081,8036,0,0,0,72,0,116,41,0,-1822
2016/4/4 6:00,8711,2131,8309,0,20,0,66,0,117,44,0,-1976
2016/4/4 7:00,8804,2108,8533,0,60,0,36,0,116,43,0,-2092
2016/4/4 8:00,9730,2128,9214,0,99,0,40,0,116,47,0,-1914
2016/4/4 9:00,10389,2135,9966,0,136,0,37,0,115,43,0,-2043
2016/4/4 10:00,10458,2140,10108,0,172,0,23,0,111,44,0,-2140
2016/4/4 11:00,10414,2158,10022,0,209,0,25,0,113,43,0,-2156
2016/4/4 12:00,9532,2179,8992,0,346,0,28,0,115,45,0,-2173
2016/4/4 13:00,10093,2170,9375,0,482,0,42,0,116,43,0,-2135
2016/4/4 14:00,10016,2179,9253,0,404,0,62,0,115,44,0,-2041
2016/4/4 15:00,9775,2180,9068,0,311,0,79,0,114,43,0,-2020
2016/4/4 16:00,9985,2178,9364,0,158,0,94,0,113,42,0,-1964
2016/4/4 17:00,9967,2220,9426,0,21,0,106,0,116,42,0,-1964
2016/4/4 18:00,10172,2222,9645,0,0,0,96,0,116,42,0,-1949
2016/4/4 19:00,9814,2181,9289,0,0,0,89,0,115,43,0,-1903
2016/4/4 20:00,9350,2160,8952,0,0,0,76,0,117,43,0,-1998
2016/4/4 21:00,8791,2123,8583,0,0,0,86,0,115,42,0,-2158
2016/4/4 22:00,8639,2116,8282,0,0,0,93,0,115,42,0,-2009
2016/4/4 23:00,8595,2110,8232,0,0,0,109,0,115,43,0,-2014
2016/4/5 0:00,8330,2072,7985,0,0,0,114,0,117,44,0,-2002
2016/4/5 1:00,8598,2055,8303,0,0,0,80,0,117,42,0,-1999
2016/4/5 2:00,8859,2062,8563,0,0,0,68,0,116,42,0,-1992
2016/4/5 3:00,9002,2103,8679,0,0,0,54,0,118,42,0,-1994
2016/4/5 4:00,9221,2116,8812,0,0,0,58,0,113,41,0,-1919
2016/4/5 5:00,9438,2115,9001,0,7,0,75,0,115,42,0,-1917
2016/4/5 6:00,9270,2147,8624,0,191,0,100,0,117,43,0,-1952
2016/4/5 7:00,8796,2107,7853,0,673,0,89,0,117,43,-2,-2084
2016/4/5 8:00,9386,2105,7777,0,1362,0,73,0,118,44,-2,-2091
2016/4/5 9:00,9633,2090,7677,0,1737,0,82,0,116,43,-2,-2110
2016/4/5 10:00,9587,2093,7521,0,1925,0,94,0,114,44,-1,-2203
2016/4/5 11:00,9546,2085,7461,0,1971,0,102,0,118,45,-1,-2235
2016/4/5 12:00,8935,2072,7053,0,1942,0,105,0,117,45,-196,-2203
2016/4/5 13:00,9255,2067,7351,0,1702,0,114,0,117,44,-8,-2132
2016/4/5 14:00,9234,2086,7643,0,1398,0,125,0,116,44,-1,-2177
2016/4/5 15:00,8980,2064,7825,0,960,0,135,0,116,34,-1,-2153
2016/4/5 16:00,9051,2084,8395,0,403,0,150,0,113,34,-2,-2126
2016/4/5 17:00,9168,2142,8703,0,40,0,161,0,112,38,-1,-2027
2016/4/5 18:00,9650,2143,9171,0,0,0,213,0,117,34,-2,-2026
2016/4/5 19:00,9391,2084,8833,0,0,0,276,0,116,32,-2,-1948
2016/4/5 20:00,9012,2053,8562,0,0,0,316,0,115,35,-2,-2067
2016/4/5 21:00,8498,2003,8074,0,0,0,356,0,116,35,-2,-2084
2016/4/5 22:00,8363,2028,8001,0,0,0,359,0,116,35,-2,-2174
2016/4/5 23:00,8295,2025,7872,0,0,0,379,0,113,36,-1,-2129
2016/4/6 0:00,7844,1944,7413,0,0,0,412,0,117,18,-2,-2058
2016/4/6 1:00,8066,1952,7551,0,0,0,431,0,117,20,-2,-2003
2016/4/6 2:00,8314,1969,7835,0,0,0,354,0,116,22,-2,-1980
2016/4/6 3:00,8552,2042,8043,0,0,0,267,0,117,27,-2,-1942
2016/4/6 4:00,8781,2074,8183,0,0,0,218,0,112,32,-2,-1836
2016/4/6 5:00,9008,2069,8382,0,7,0,250,0,117,29,-2,-1844
2016/4/6 6:00,8713,2031,8081,0,217,0,192,0,118,20,-2,-1944
2016/4/6 7:00,8478,2008,7326,0,776,0,270,0,116,32,-2,-2048
2016/4/6 8:00,9111,2052,7250,0,1381,0,308,0,117,45,-2,-2040
2016/4/6 9:00,9508,2087,7270,0,1776,0,283,0,115,46,-2,-2067
2016/4/6 10:00,9489,2093,7076,0,1978,0,255,0,112,46,-2,-2069
2016/4/6 11:00,9406,2096,7096,0,2038,0,286,0,116,45,-1,-2270
2016/4/6 12:00,8784,2039,6670,0,1997,0,305,0,118,44,-223,-2166
2016/4/6 13:00,9194,2087,7186,0,1858,0,278,0,116,46,-2,-2375
2016/4/6 14:00,9122,2116,7577,0,1503,0,275,0,116,47,-2,-2510
2016/4/6 15:00,9006,2136,7886,0,1016,0,263,0,115,47,-3,-2454
2016/4/6 16:00,9065,2166,8431,0,401,0,232,0,113,49,-3,-2324
2016/4/6 17:00,9086,2203,8491,0,47,0,195,0,119,49,28,-2046
2016/4/6 18:00,9622,2208,8819,0,0,0,153,0,115,48,142,-1863
2016/4/6 19:00,9412,2134,8853,0,0,0,96,0,116,49,34,-1870
2016/4/6 20:00,9016,2124,8625,0,0,0,95,0,117,47,-3,-1989
2016/4/6 21:00,8529,2098,8162,0,0,0,82,0,116,45,-3,-1971
2016/4/6 22:00,8453,2079,8162,0,0,0,95,0,116,45,-3,-2041
2016/4/6 23:00,8309,2061,7979,0,0,0,122,0,119,43,-4,-2011
2016/4/7 0:00,8015,1988,7815,0,0,0,115,0,116,45,-3,-2061
2016/4/7 1:00,8250,1980,8066,0,0,0,99,0,118,44,-3,-2054
2016/4/7 2:00,8430,2009,8216,0,0,0,107,0,117,43,-3,-2059
2016/4/7 3:00,8583,2071,8306,0,0,0,114,0,114,43,-3,-2062
2016/4/7 4:00,8756,2094,8315,0,0,0,141,0,115,43,-4,-1948
2016/4/7 5:00,9008,2090,8517,0,7,0,169,0,117,41,-4,-1929
2016/4/7 6:00,9092,2107,8629,0,59,0,187,0,115,44,-3,-2046
2016/4/7 7:00,9064,2086,8555,0,137,0,182,0,116,45,-3,-2054
2016/4/7 8:00,9868,2136,9451,0,153,0,192,0,115,49,31,-2259
2016/4/7 9:00,10496,2170,9825,0,187,0,176,0,115,46,166,-2189
2016/4/7 10:00,10589,2143,9893,0,234,0,212,0,114,47,160,-2214
2016/4/7 11:00,10605,2141,9859,0,212,0,288,0,117,48,141,-2201
2016/4/7 12:00,9992,2104,9470,0,185,0,302,0,118,49,8,-2244
2016/4/7 13:00,10538,2149,9913,0,137,0,269,0,117,45,90,-2182
2016/4/7 14:00,10557,2174,9890,0,101,0,266,0,116,46,144,-2180
2016/4/7 15:00,10418,2202,9729,0,63,0,296,0,118,47,143,-2180
2016/4/7 16:00,10507,2203,9700,0,34,0,364,0,115,47,144,-2100
2016/4/7 17:00,10358,2212,9508,0,5,0,434,0,117,48,144,-2110
2016/4/7 18:00,10320,2188,9494,0,0,0,419,0,118,47,106,-2052
2016/4/7 19:00,9885,2108,9339,0,0,0,366,0,118,49,0,-2095
2016/4/7 20:00,9338,2084,8950,0,0,0,326,0,117,48,0,-2187
2016/4/7 21:00,8722,2037,8262,0,0,0,322,0,117,49,0,-2065
2016/4/7 22:00,8534,2025,8090,0,0,0,293,0,118,48,0,-2040
2016/4/7 23:00,8361,2025,7998,0,0,0,226,0,118,49,0,-2055
2016/4/8 0:00,8015,2023,7659,0,0,0,222,0,117,50,0,-2056
2016/4/8 1:00,8213,2035,7833,0,0,0,212,0,116,51,0,-2034
2016/4/8 2:00,8445,2052,8094,0,0,0,170,0,116,50,0,-2037
2016/4/8 3:00,8672,2132,8161,0,0,0,180,0,117,57,0,-1975
2016/4/8 4:00,8972,2168,8249,0,0,0,199,0,117,65,0,-1826
2016/4/8 5:00,9029,2096,8523,0,7,0,193,0,119,50,0,-1959
2016/4/8 6:00,8914,2101,8508,0,91,0,116,0,119,45,0,-2066
2016/4/8 7:00,8598,2069,8206,0,285,0,93,0,118,46,0,-2219
2016/4/8 8:00,9099,2084,8281,0,602,0,100,0,116,50,0,-2134
2016/4/8 9:00,9663,2073,8509,0,1043,0,105,0,118,51,0,-2236
2016/4/8 10:00,9540,2094,8417,0,1060,0,138,0,116,49,0,-2334
2016/4/8 11:00,9494,2121,8374,0,966,0,195,0,116,47,0,-2325
2016/4/8 12:00,8881,2120,7926,0,900,0,231,0,117,40,-214,-2239
2016/4/8 13:00,9221,2102,8352,0,685,0,285,0,117,41,-30,-2331
2016/4/8 14:00,9259,2140,8465,0,527,0,342,0,117,39,0,-2371
2016/4/8 15:00,9160,2201,8557,0,355,0,362,0,118,39,0,-2472
2016/4/8 16:00,9276,2215,8784,0,159,0,383,0,115,40,0,-2420
2016/4/8 17:00,9202,2261,8550,0,36,0,344,0,117,41,0,-2147
2016/4/8 18:00,9524,2270,8645,0,0,0,333,0,118,40,0,-1882
2016/4/8 19:00,9289,2221,8316,0,0,0,278,0,118,40,0,-1684
2016/4/8 20:00,8864,2143,8014,0,0,0,258,0,116,42,0,-1709
2016/4/8 21:00,8378,2127,7621,0,0,0,237,0,118,40,0,-1765
2016/4/8 22:00,8308,2125,7477,0,0,0,208,0,119,39,0,-1660
2016/4/8 23:00,8194,2115,7380,0,0,0,183,0,120,39,0,-1643
2016/4/9 0:00,7820,2083,7162,0,0,0,174,0,117,41,0,-1757
2016/4/9 1:00,8012,2091,7207,0,0,0,192,0,118,39,0,-1635
2016/4/9 2:00,8235,2159,7320,0,0,0,191,0,118,39,-2,-1590
2016/4/9 3:00,8382,2185,7414,0,0,0,212,0,117,39,-2,-1583
2016/4/9 4:00,8544,2186,7534,0,0,0,245,0,115,39,-2,-1573
2016/4/9 5:00,8573,2180,7534,0,12,0,268,0,122,38,-1,-1580
2016/4/9 6:00,8208,2162,7008,0,249,0,302,0,119,40,-52,-1620
2016/4/9 7:00,7771,2037,6435,0,816,0,344,0,117,40,-338,-1680
2016/4/9 8:00,8054,1999,6129,0,1272,0,444,0,118,41,-449,-1500
2016/4/9 9:00,8332,2004,6113,0,1643,0,447,0,118,41,-448,-1586
2016/4/9 10:00,8372,2007,5841,0,1893,0,501,0,115,42,-447,-1580
2016/4/9 11:00,8396,2012,5829,0,1922,0,519,0,116,41,-447,-1596
2016/4/9 12:00,8186,1981,5633,0,1855,0,560,0,116,40,-444,-1555
2016/4/9 13:00,8256,1989,5803,0,1750,0,493,0,117,40,-319,-1617
2016/4/9 14:00,8098,2019,5980,0,1385,0,408,0,116,39,-226,-1623
2016/4/9 15:00,8003,2065,6312,0,931,0,349,0,117,39,-218,-1592
2016/4/9 16:00,8010,2091,6623,0,353,0,335,0,114,39,-3,-1542
2016/4/9 17:00,8280,2177,7197,0,55,0,309,0,118,39,-3,-1612
2016/4/9 18:00,8921,2208,7941,0,0,0,251,0,118,40,-2,-1635
2016/4/9 19:00,8795,2188,7873,0,0,0,213,0,116,39,-3,-1631
2016/4/9 20:00,8530,2095,7728,0,0,0,176,0,117,41,-3,-1624
2016/4/9 21:00,8101,2057,7334,0,0,0,175,0,116,42,-3,-1620
2016/4/9 22:00,7632,2053,6939,0,0,0,120,0,113,42,-3,-1632
2016/4/9 23:00,7501,2039,6801,0,0,0,120,0,118,41,-3,-1615
2016/4/10 0:00,7179,2038,6685,0,0,0,94,0,116,42,-3,-1793
2016/4/10 1:00,7437,2049,6739,0,0,0,91,0,115,41,-3,-1595
2016/4/10 2:00,7640,2055,6723,0,0,0,103,0,116,41,-3,-1395
2016/4/10 3:00,7786,2139,6715,0,0,0,91,0,116,42,-3,-1314
2016/4/10 4:00,7898,2155,6876,0,0,0,78,0,115,41,-4,-1363
2016/4/10 5:00,7951,2107,7049,0,11,0,45,0,117,41,-4,-1415
2016/4/10 6:00,7559,2005,6789,0,168,0,40,0,116,42,-3,-1598
2016/4/10 7:00,7213,1921,6168,0,576,0,44,0,115,42,-3,-1650
2016/4/10 8:00,7362,1915,5970,0,851,0,36,0,116,42,-3,-1565
2016/4/10 9:00,7529,1921,5962,0,1098,0,29,0,115,41,-3,-1634
2016/4/10 10:00,7681,1912,5769,0,1572,0,53,0,114,41,-4,-1776
2016/4/10 11:00,7565,1914,5518,0,1695,0,101,0,119,42,-4,-1820
2016/4/10 12:00,7348,1895,5502,0,1472,0,163,0,116,42,-3,-1839
2016/4/10 13:00,7070,1906,5639,0,1048,0,215,0,115,42,-3,-1892
2016/4/10 14:00,7098,1923,5933,0,782,0,255,0,115,41,-3,-1948
2016/4/10 15:00,7149,1947,6312,0,428,0,268,0,116,40,-3,-1959
2016/4/10 16:00,7452,2026,6881,0,167,0,261,0,114,38,-4,-2031
2016/4/10 17:00,8077,2175,7195,0,39,0,231,0,117,37,-4,-1713
2016/4/10 18:00,8735,2208,7842,0,0,0,183,0,117,39,-3,-1651
2016/4/10 19:00,8698,2165,7853,0,0,0,181,0,116,40,-3,-1654
2016/4/10 20:00,8458,2064,7778,0,0,0,154,0,116,39,-3,-1690
2016/4/10 21:00,8013,1923,7572,0,0,0,139,0,115,38,-3,-1771
2016/4/10 22:00,7520,1901,7123,0,0,0,127,0,115,37,-3,-1780
2016/4/10 23:00,7388,1899,6799,0,0,0,123,0,119,37,-4,-1585
2016/4/11 0:00,7113,1912,6495,0,0,0,134,0,117,38,-3,-1580
2016/4/11 1:00,7401,1917,6781,0,0,0,146,0,115,38,-3,-1593
2016/4/11 2:00,7701,1981,7017,0,0,0,130,0,117,37,-3,-1578
2016/4/11 3:00,8017,2079,7288,0,0,0,70,0,116,37,-3,-1570
2016/4/11 4:00,8371,2089,7433,0,0,0,87,0,116,36,-4,-1386
2016/4/11 5:00,8814,2087,7835,0,4,0,129,0,119,36,-4,-1392
2016/4/11 6:00,9027,2119,8053,0,106,0,201,0,115,38,-3,-1602
2016/4/11 7:00,8935,2062,7663,0,465,0,246,0,118,37,-3,-1653
2016/4/11 8:00,9569,2024,7892,0,844,0,297,0,116,38,-3,-1639
2016/4/11 9:00,9949,2017,8056,0,1076,0,362,0,116,37,-3,-1712
2016/4/11 10:00,9920,2013,7908,0,1286,0,377,0,114,38,-4,-1812
2016/4/11 11:00,9794,2009,7689,0,1248,0,412,0,119,37,-4,-1716
2016/4/11 12:00,9213,1942,7173,0,1322,0,434,0,114,37,-3,-1806
2016/4/11 13:00,9715,1982,7745,0,1253,0,435,0,117,37,-3,-1851
2016/4/11 14:00,9798,2034,7852,0,990,0,389,0,117,37,-3,-1618
2016/4/11 15:00,9762,2036,8102,0,636,0,419,0,115,35,-3,-1578
2016/4/11 16:00,9944,2032,8667,0,275,0,460,0,115,36,-4,-1637
2016/4/11 17:00,10114,2121,8889,0,38,0,454,0,115,35,33,-1571
2016/4/11 18:00,10536,2201,8839,0,0,0,490,0,117,37,276,-1424
2016/4/11 19:00,10203,2144,8762,0,0,0,513,0,116,36,215,-1583
2016/4/11 20:00,9784,2061,8715,0,0,0,495,0,114,37,13,-1651
2016/4/11 21:00,9156,1967,8303,0,0,0,477,0,116,36,-3,-1740
2016/4/11 22:00,8980,1942,8036,0,0,0,440,0,114,39,-3,-1588
2016/4/11 23:00,8874,1928,7972,0,0,0,406,0,114,42,-3,-1585
2016/4/12 0:00,8583,1924,7700,0,1,0,412,0,116,42,-3,-1609
2016/4/12 1:00,8773,1920,7901,0,1,0,395,0,116,41,-3,-1598
2016/4/12 2:00,9026,1916,8167,0,1,0,377,0,117,40,-3,-1589
2016/4/12 3:00,9124,1956,8200,0,1,0,379,0,115,41,-3,-1565
2016/4/12 4:00,9264,1929,8255,0,0,0,379,0,113,41,-4,-1449
2016/4/12 5:00,9381,1956,8389,0,12,0,353,0,115,32,-4,-1472
2016/4/12 6:00,9479,2038,8191,0,273,0,342,0,116,43,-3,-1521
2016/4/12 7:00,9050,1870,7504,0,849,0,321,0,114,43,-3,-1648
2016/4/12 8:00,9487,1833,7495,0,1372,0,317,0,117,42,-3,-1686
2016/4/12 9:00,9767,1820,7620,0,1771,0,270,0,116,38,-3,-1865
2016/4/12 10:00,9600,1813,7455,0,1992,0,253,0,112,35,-4,-2056
2016/4/12 11:00,9490,1804,7212,0,2060,0,239,0,116,35,-5,-1971
2016/4/12 12:00,8947,1789,6781,0,2033,0,242,0,114,43,-221,-1834
2016/4/12 13:00,9349,1801,7297,0,1842,0,198,0,116,42,-3,-1944
2016/4/12 14:00,9384,1825,7894,0,1449,0,168,0,115,42,-3,-2106
2016/4/12 15:00,9241,1812,8333,0,920,0,135,0,115,41,-3,-2112
2016/4/12 16:00,9340,1858,8903,0,365,0,97,0,116,41,16,-2056
2016/4/12 17:00,9433,2015,8667,0,62,0,83,0,113,41,140,-1688
2016/4/12 18:00,9980,2133,9071,0,0,0,41,0,115,43,126,-1549
2016/4/12 19:00,9791,2092,9009,0,0,0,23,0,115,43,-3,-1488
2016/4/12 20:00,9370,1947,8867,0,0,0,31,0,116,42,-3,-1630
2016/4/12 21:00,8873,1819,8706,0,0,0,33,0,114,42,-3,-1838
2016/4/12 22:00,8608,1800,8406,0,0,0,70,0,114,41,-3,-1820
2016/4/12 23:00,8431,1786,7987,0,0,0,124,0,111,39,-4,-1612
2016/4/13 0:00,8086,1766,7662,0,0,0,152,0,116,42,-3,-1649
2016/4/13 1:00,8307,1768,7909,0,0,0,124,0,113,41,-3,-1645
2016/4/13 2:00,8541,1783,8131,0,0,0,120,0,111,40,-3,-1641
2016/4/13 3:00,8675,1834,8179,0,0,0,152,0,113,41,-3,-1641
2016/4/13 4:00,8909,1907,8192,0,0,0,180,0,112,41,-4,-1519
2016/4/13 5:00,9097,2055,8165,0,12,0,240,0,110,42,-4,-1523
2016/4/13 6:00,9067,2076,7995,0,225,0,178,0,111,43,-3,-1558
2016/4/13 7:00,8842,1873,7563,0,724,0,159,0,112,42,-3,-1628
2016/4/13 8:00,9459,1831,7994,0,1105,0,129,0,110,43,-3,-1750
2016/4/13 9:00,9912,1835,8289,0,1377,0,131,0,110,42,-3,-1869
2016/4/13 10:00,9807,1841,8342,0,1487,0,119,0,109,42,-4,-2129
2016/4/13 11:00,9719,1838,8153,0,1495,0,121,0,106,41,-5,-2030
2016/4/13 12:00,9004,1763,7911,0,1251,0,125,0,110,42,-218,-1980
2016/4/13 13:00,9314,1910,8488,0,827,0,136,0,108,41,-3,-2193
2016/4/13 14:00,9415,1979,8808,0,694,0,94,0,109,41,-3,-2307
2016/4/13 15:00,9181,1989,8536,0,362,0,85,0,111,41,-3,-1940
2016/4/13 16:00,9418,1998,8786,0,130,0,82,0,108,42,-4,-1724
2016/4/13 17:00,9471,2147,8778,0,32,0,92,0,108,41,-4,-1723
2016/4/13 18:00,9719,2213,8929,0,0,0,74,0,111,43,-3,-1648
2016/4/13 19:00,9396,2169,8585,0,0,0,84,0,112,41,-3,-1592
2016/4/13 20:00,8960,2047,8307,0,0,0,98,0,110,42,-3,-1641
2016/4/13 21:00,8439,1984,7934,0,0,0,90,0,109,43,-3,-1718
2016/4/13 22:00,8256,1970,7700,0,0,0,89,0,108,41,-2,-1650
2016/4/13 23:00,8081,1953,7547,0,0,0,96,0,109,42,-15,-1651
2016/4/14 0:00,7761,1852,7464,0,0,0,110,0,112,41,-226,-1592
2016/4/14 1:00,7955,1841,7634,0,0,0,108,0,110,41,-192,-1587
2016/4/14 2:00,8179,1850,7655,0,0,0,80,0,112,41,0,-1559
2016/4/14 3:00,8334,1940,7745,0,0,0,67,0,112,41,0,-1571
2016/4/14 4:00,8532,1982,7790,0,0,0,58,0,108,42,0,-1448
2016/4/14 5:00,8658,2038,7863,0,8,0,35,0,107,42,0,-1435
2016/4/14 6:00,8640,2040,7850,0,83,0,16,0,112,42,0,-1503
2016/4/14 7:00,8536,2022,7790,0,245,0,8,0,111,42,0,-1682
2016/4/14 8:00,9071,2022,8249,0,440,0,9,0,111,42,0,-1802
2016/4/14 9:00,9562,1997,8477,0,687,0,13,0,110,43,0,-1765
2016/4/14 10:00,9533,1982,8370,0,924,0,19,0,107,44,0,-1913
2016/4/14 11:00,9262,1976,8136,0,915,0,43,0,106,44,-1,-1957
2016/4/14 12:00,8636,1919,7597,0,963,0,58,0,110,43,-218,-1836
2016/4/14 13:00,9047,2033,7789,0,942,0,70,0,108,42,0,-1937
2016/4/14 14:00,9196,2094,7683,0,1099,0,61,0,109,42,-2,-1890
2016/4/14 15:00,9049,2109,7664,0,744,0,60,0,109,43,-2,-1678
2016/4/14 16:00,9111,2144,8091,0,280,0,57,0,106,43,-1,-1609
2016/4/14 17:00,9136,2242,8286,0,40,0,29,0,108,43,0,-1612
2016/4/14 18:00,9455,2268,8531,0,0,0,30,0,111,42,0,-1527
